,RoomType,Adults,Children,Breakfast,Number of Special Requests,Airport Pickup,Weekend Nights,Weeknights,Loyalty Points,Lead time in days,Booking Type,Existing Customer,Previous Cancellations,Average Room Price,year,day,month,Predicted
742,Jupiter,2,2,Buffet,1,0,0.0,3.0,0.0,2.0,Online,0,0.0,174.0,2017.0,Saturday,September,1.0
743,Venus,3,0,Buffet,0,0,1.0,0.0,0.0,25.0,Online,0,0.0,185.0,2018.0,Tuesday,September,0.0
744,Venus,2,0,Buffet,1,0,1.0,2.0,0.0,189.0,Offline,0,0.0,60.0,2018.0,Sunday,March,0.0
745,Neptune,1,0,Buffet,0,0,0.0,3.0,0.0,7.0,Offline,0,0.0,61.0,2017.0,Saturday,August,0.0
746,Jupiter,3,0,Buffet,1,0,3.0,8.0,0.0,61.0,Online,0,0.0,139.34,2018.0,Wednesday,July,0.0
747,Venus,2,0,Luxury Buffet,2,0,2.0,3.0,0.0,22.0,Online,0,0.0,198.88,2018.0,Saturday,December,0.0
748,Neptune,1,0,Buffet,1,0,0.0,5.0,0.0,135.0,Online,0,0.0,94.5,2018.0,Thursday,August,0.0
749,Neptune,2,0,Buffet,0,0,0.0,4.0,0.0,270.0,Offline,0,0.0,80.0,2018.0,Friday,April,0.0
750,Neptune,1,0,Buffet,0,0,0.0,2.0,0.0,15.0,Corporate,0,0.0,80.0,2018.0,Friday,January,0.0
751,Neptune,2,0,Buffet,0,0,1.0,1.0,0.0,60.0,Offline,0,0.0,65.0,2017.0,Thursday,September,0.0
752,Neptune,2,0,Buffet,1,1,1.0,0.0,0.0,14.0,Online,0,0.0,110.0,2018.0,Tuesday,June,1.0
753,Venus,2,0,Buffet,0,0,1.0,2.0,0.0,83.0,Online,0,0.0,105.3,2018.0,Sunday,March,1.0
754,Neptune,2,0,Not Selected,0,0,0.0,1.0,0.0,207.0,Online,0,0.0,98.1,2018.0,Thursday,October,0.0
755,Venus,2,0,Buffet,0,0,0.0,3.0,0.0,43.0,Online,0,0.0,106.8,2018.0,Saturday,March,0.0
756,Neptune,2,0,Buffet,2,0,0.0,2.0,0.0,5.0,Online,0,0.0,190.0,2018.0,Sunday,October,0.0
757,Neptune,2,0,Buffet,0,0,1.0,2.0,0.0,56.0,Offline,0,0.0,75.0,2018.0,Wednesday,November,0.0
758,Neptune,2,0,Buffet,0,0,1.0,1.0,0.0,54.0,Offline,0,0.0,75.0,2018.0,Monday,November,0.0
759,Neptune,1,0,Buffet,0,0,1.0,0.0,0.0,39.0,Online,0,0.0,129.7,2018.0,Tuesday,September,0.0
760,Neptune,2,0,Buffet,1,0,2.0,1.0,0.0,44.0,Offline,0,0.0,112.0,2018.0,Tuesday,November,0.0
761,Venus,2,0,Buffet,1,0,0.0,5.0,0.0,120.0,Online,0,0.0,127.8,2018.0,Thursday,August,0.0
762,Neptune,2,0,Buffet,0,0,0.0,2.0,0.0,0.0,Online,0,0.0,91.0,2018.0,Sunday,February,0.0
763,Neptune,1,0,Buffet,0,0,1.0,2.0,42.0,0.0,Corporate,1,3.0,65.0,2018.0,Wednesday,August,0.0
764,Neptune,2,0,Not Selected,0,0,1.0,3.0,0.0,6.0,Online,0,0.0,66.3,2018.0,Saturday,December,0.0
765,Venus,1,0,Buffet,1,0,1.0,2.0,0.0,21.0,Online,0,0.0,210.0,2018.0,Wednesday,November,0.0
766,Neptune,2,0,Buffet,0,0,0.0,3.0,0.0,44.0,Offline,0,0.0,75.0,2018.0,Saturday,February,1.0
767,Neptune,2,0,Luxury Buffet,0,0,1.0,3.0,0.0,27.0,Online,0,0.0,142.78,2018.0,Wednesday,April,1.0
768,Neptune,2,0,Buffet,1,0,0.0,1.0,0.0,96.0,Online,0,0.0,72.25,2017.0,Tuesday,November,1.0
769,Venus,3,1,Buffet,2,0,0.0,2.0,0.0,174.0,Online,0,0.0,166.7,2018.0,Thursday,August,0.0
770,Venus,2,0,Buffet,1,0,2.0,8.0,0.0,78.0,Online,0,0.0,83.85,2018.0,Thursday,March,0.0
771,Neptune,2,0,Buffet,0,0,0.0,2.0,0.0,17.0,Offline,0,0.0,48.0,2017.0,Monday,October,0.0
772,Neptune,1,0,Buffet,1,0,0.0,1.0,0.0,1.0,Online,0,0.0,115.0,2018.0,Saturday,August,0.0
773,Neptune,1,0,Luxury Buffet,0,0,0.0,2.0,0.0,254.0,Offline,0,0.0,91.0,2018.0,Sunday,September,0.0
774,Neptune,2,1,Luxury Buffet,1,0,1.0,2.0,0.0,62.0,Online,0,0.0,111.88,2018.0,Sunday,December,1.0
775,Neptune,1,0,Buffet,0,0,0.0,5.0,0.0,28.0,Online,0,0.0,74.8,2018.0,Thursday,December,0.0
776,Neptune,2,0,Buffet,0,0,0.0,2.0,0.0,48.0,Online,0,0.0,89.3,2018.0,Sunday,February,0.0
777,Neptune,2,0,Luxury Buffet,0,0,0.0,2.0,0.0,74.0,Offline,0,0.0,101.5,2017.0,Monday,September,1.0
778,Venus,3,0,Buffet,1,0,0.0,1.0,0.0,148.0,Online,0,0.0,123.3,2018.0,Thursday,October,0.0
779,Neptune,2,0,Buffet,0,1,2.0,0.0,0.0,2.0,Online,0,0.0,80.6,2018.0,Wednesday,January,0.0
780,Venus,2,0,Buffet,1,0,2.0,3.0,0.0,241.0,Online,0,0.0,75.92,2018.0,Tuesday,October,1.0
781,Venus,1,0,Buffet,1,0,6.0,13.0,0.0,102.0,Online,0,0.0,132.6,2018.0,Tuesday,May,0.0
782,Neptune,2,0,Buffet,0,0,2.0,2.0,0.0,134.0,Offline,0,0.0,65.0,2017.0,Monday,December,0.0
783,Venus,2,0,Buffet,1,0,2.0,6.0,0.0,55.0,Online,0,0.0,84.2,2018.0,Monday,March,0.0
784,Neptune,2,0,Not Selected,1,0,2.0,6.0,0.0,176.0,Online,0,0.0,80.75,2018.0,Thursday,July,1.0
785,Venus,2,0,Luxury Buffet,0,0,0.0,3.0,0.0,7.0,Online,0,0.0,174.0,2018.0,Saturday,April,0.0
786,Neptune,2,0,Not Selected,2,0,2.0,0.0,0.0,30.0,Online,0,0.0,88.0,2018.0,Tuesday,December,0.0
787,Neptune,2,0,Buffet,1,0,1.0,3.0,0.0,124.0,Online,0,0.0,105.3,2018.0,Wednesday,August,1.0
788,Venus,3,0,Buffet,2,0,2.0,2.0,0.0,194.0,Online,0,0.0,130.05,2018.0,Tuesday,August,1.0
789,Neptune,2,0,Buffet,1,0,0.0,1.0,0.0,11.0,Online,0,0.0,130.0,2018.0,Monday,November,1.0
790,Venus,1,0,Buffet,0,0,0.0,3.0,0.0,21.0,Online,0,0.0,156.0,2018.0,Thursday,May,0.0
791,Neptune,1,0,Buffet,1,0,1.0,4.0,0.0,23.0,Online,0,0.0,92.0,2017.0,Thursday,August,1.0
792,Neptune,1,1,Buffet,0,0,0.0,3.0,0.0,178.0,Online,0,0.0,124.5,2018.0,Saturday,August,1.0
793,Venus,2,0,Buffet,1,0,3.0,7.0,0.0,240.0,Online,0,0.0,99.45,2018.0,Sunday,August,0.0
794,Neptune,1,0,Not Selected,1,0,0.0,1.0,0.0,0.0,Online,0,0.0,95.0,2018.0,Saturday,November,1.0
795,Neptune,1,0,Buffet,0,0,0.0,1.0,0.0,19.0,Online,0,0.0,135.0,2018.0,Monday,May,0.0
796,Neptune,1,0,Buffet,0,0,2.0,1.0,2.0,2.0,Corporate,1,0.0,65.0,2018.0,Tuesday,May,0.0
797,Neptune,2,0,Not Selected,1,0,2.0,3.0,0.0,61.0,Online,0,0.0,94.5,2018.0,Monday,July,0.0
798,Neptune,2,0,Buffet,0,0,0.0,2.0,0.0,7.0,Corporate,0,0.0,65.0,2017.0,Saturday,August,0.0
799,Neptune,1,0,Buffet,0,0,1.0,0.0,0.0,0.0,Offline,0,0.0,75.0,2018.0,Tuesday,March,1.0
800,Neptune,2,0,Buffet,0,0,1.0,2.0,0.0,73.0,Online,0,0.0,76.5,2017.0,Thursday,July,1.0
801,Neptune,2,0,Luxury Buffet,0,0,1.0,2.0,0.0,161.0,Offline,0,0.0,130.0,2018.0,Sunday,March,0.0
802,Neptune,2,0,Not Selected,0,0,1.0,1.0,0.0,0.0,Online,0,0.0,134.0,2018.0,Monday,March,0.0
803,Venus,2,0,Buffet,2,0,0.0,2.0,0.0,24.0,Online,0,0.0,146.0,2018.0,Saturday,June,0.0
804,Neptune,2,0,Not Selected,2,0,1.0,2.0,0.0,99.0,Online,0,0.0,161.1,2018.0,Wednesday,November,0.0
805,Neptune,1,0,Buffet,0,0,1.0,1.0,0.0,4.0,Aviation,0,0.0,95.0,2018.0,Wednesday,September,0.0
806,Neptune,2,0,Buffet,0,0,0.0,1.0,0.0,0.0,Complementary,0,0.0,0.0,2017.0,Sunday,August,0.0
807,Neptune,2,0,Buffet,3,0,1.0,3.0,0.0,63.0,Online,0,0.0,99.9,2018.0,Wednesday,June,1.0
808,Neptune,1,0,Not Selected,0,0,1.0,2.0,0.0,26.0,Online,0,0.0,88.0,2018.0,Wednesday,December,0.0
809,Neptune,1,0,Buffet,1,0,0.0,1.0,0.0,68.0,Corporate,0,0.0,65.0,2017.0,Saturday,December,0.0
810,Neptune,1,0,Buffet,0,0,0.0,3.0,0.0,5.0,Offline,0,0.0,55.0,2017.0,Saturday,December,1.0
811,Venus,2,0,Buffet,0,0,0.0,4.0,0.0,17.0,Online,0,0.0,133.5,2018.0,Friday,April,1.0
812,Neptune,1,0,Buffet,0,0,2.0,1.0,0.0,93.0,Offline,0,0.0,115.0,2018.0,Monday,October,1.0
813,Neptune,2,0,Luxury Buffet,0,0,1.0,2.0,0.0,105.0,Offline,0,0.0,110.0,2017.0,Thursday,October,0.0
814,Neptune,1,0,Buffet,0,0,0.0,1.0,0.0,1.0,Offline,0,0.0,117.8,2018.0,Friday,May,1.0
815,Venus,3,0,Buffet,0,0,1.0,2.0,0.0,204.0,Online,0,0.0,128.7,2018.0,Wednesday,August,0.0
816,Neptune,2,0,Buffet,2,0,0.0,4.0,0.0,4.0,Online,0,0.0,90.5,2017.0,Friday,August,0.0
817,Neptune,2,0,Buffet,1,0,1.0,3.0,0.0,43.0,Online,0,0.0,81.9,2018.0,Wednesday,March,0.0
818,Neptune,2,0,Not Selected,1,0,2.0,2.0,0.0,161.0,Online,0,0.0,95.2,2018.0,Sunday,April,1.0
819,Neptune,2,0,Buffet,0,0,1.0,3.0,0.0,32.0,Online,0,0.0,109.8,2018.0,Saturday,April,0.0
820,Neptune,2,0,Luxury Buffet,1,0,0.0,4.0,0.0,100.0,Offline,0,0.0,140.0,2018.0,Friday,September,0.0
821,Neptune,2,0,Buffet,1,0,1.0,2.0,0.0,33.0,Online,0,0.0,135.9,2018.0,Wednesday,August,1.0
822,Venus,2,0,Buffet,0,0,2.0,2.0,0.0,95.0,Online,0,0.0,132.6,2018.0,Sunday,May,0.0
823,Neptune,2,0,Buffet,1,0,0.0,1.0,0.0,24.0,Complementary,0,0.0,0.0,2017.0,Sunday,November,0.0
824,Neptune,2,0,Buffet,0,0,0.0,4.0,0.0,197.0,Online,0,0.0,110.43,2017.0,Friday,December,1.0
825,Neptune,2,0,Buffet,0,0,1.0,2.0,0.0,191.0,Offline,0,0.0,132.0,2018.0,Sunday,June,0.0
826,Venus,3,0,Buffet,3,0,1.0,2.0,0.0,102.0,Online,0,0.0,152.1,2018.0,Sunday,August,1.0
827,Venus,3,0,Buffet,0,0,0.0,1.0,0.0,19.0,Online,0,0.0,167.0,2018.0,Friday,April,0.0
828,Jupiter,2,0,Buffet,0,0,0.0,2.0,0.0,117.0,Online,0,0.0,99.85,2018.0,Sunday,April,0.0
829,Neptune,2,0,Not Selected,2,0,0.0,1.0,0.0,73.0,Online,0,0.0,79.2,2018.0,Monday,November,1.0
830,Jupiter,2,0,Buffet,0,0,0.0,1.0,0.0,181.0,Online,0,0.0,250.0,2018.0,Thursday,October,1.0
831,Neptune,2,0,Buffet,0,0,1.0,2.0,0.0,418.0,Offline,0,0.0,75.0,2018.0,Wednesday,September,0.0
832,Saturn,2,0,Luxury Buffet,0,0,2.0,3.0,0.0,48.0,Offline,0,0.0,112.88,2017.0,Wednesday,October,0.0
833,Neptune,2,0,Buffet,0,0,1.0,4.0,0.0,26.0,Offline,0,0.0,87.0,2018.0,Friday,March,1.0
834,Venus,2,0,Buffet,0,0,0.0,1.0,0.0,34.0,Online,0,0.0,111.6,2018.0,Friday,September,0.0
835,Venus,2,0,Buffet,0,0,2.0,2.0,0.0,62.0,Offline,0,0.0,63.3,2017.0,Wednesday,November,0.0
836,Venus,3,0,Buffet,2,0,1.0,2.0,0.0,80.0,Online,0,0.0,126.0,2018.0,Sunday,November,0.0
837,Neptune,2,0,Buffet,0,0,0.0,1.0,0.0,92.0,Offline,0,0.0,90.0,2018.0,Sunday,November,0.0
838,Neptune,1,0,Buffet,0,0,2.0,3.0,0.0,60.0,Online,0,0.0,80.75,2017.0,Monday,September,0.0
839,Jupiter,2,2,Buffet,0,0,1.0,3.0,0.0,3.0,Online,0,0.0,189.75,2018.0,Wednesday,February,1.0
840,Venus,3,0,Buffet,0,0,2.0,1.0,0.0,71.0,Online,0,0.0,168.3,2018.0,Tuesday,August,0.0
841,Neptune,1,0,Buffet,0,0,0.0,2.0,0.0,64.0,Corporate,0,0.0,130.0,2018.0,Thursday,May,0.0
842,Jupiter,2,2,Buffet,0,0,1.0,1.0,0.0,1.0,Online,0,0.0,183.0,2018.0,Wednesday,May,0.0
843,Jupiter,2,2,Buffet,1,0,1.0,1.0,0.0,5.0,Online,0,0.0,162.0,2017.0,Tuesday,August,0.0
844,Neptune,2,0,Buffet,1,0,0.0,3.0,0.0,53.0,Online,0,0.0,108.0,2018.0,Friday,November,1.0
845,Venus,1,0,Buffet,0,0,2.0,3.0,0.0,66.0,Online,0,0.0,122.72,2018.0,Tuesday,June,0.0
846,Venus,2,0,Luxury Buffet,0,0,2.0,3.0,0.0,2.0,Offline,0,0.0,122.75,2018.0,Sunday,June,1.0
847,Jupiter,2,2,Buffet,0,0,0.0,5.0,0.0,82.0,Online,0,0.0,202.5,2018.0,Thursday,August,1.0
848,Neptune,2,0,Luxury Buffet,1,0,0.0,4.0,0.0,296.0,Offline,0,0.0,117.0,2018.0,Friday,September,1.0
849,Saturn,0,2,Buffet,2,0,3.0,10.0,0.0,193.0,Online,0,0.0,81.82,2018.0,Wednesday,July,0.0
850,Neptune,2,0,Buffet,0,0,2.0,0.0,0.0,0.0,Online,0,0.0,123.0,2017.0,Wednesday,October,0.0
851,Neptune,2,0,Not Selected,1,0,1.0,1.0,0.0,6.0,Online,0,0.0,87.78,2017.0,Thursday,September,0.0
852,Neptune,2,0,Buffet,1,0,1.0,2.0,0.0,290.0,Offline,0,0.0,72.0,2018.0,Sunday,June,0.0
853,Neptune,1,0,Buffet,0,0,1.0,3.0,0.0,85.0,Offline,0,0.0,75.0,2018.0,Saturday,October,1.0
854,Jupiter,2,2,Luxury Buffet,0,0,2.0,3.0,0.0,44.0,Online,0,0.0,212.42,2018.0,Sunday,March,0.0
855,Venus,1,0,Buffet,0,0,0.0,1.0,0.0,4.0,Corporate,0,0.0,94.0,2018.0,Thursday,November,0.0
856,Neptune,2,0,Buffet,1,0,1.0,3.0,0.0,85.0,Offline,0,0.0,85.0,2018.0,Saturday,October,0.0
857,Neptune,2,0,Buffet,1,0,0.0,4.0,0.0,93.0,Online,0,0.0,89.25,2017.0,Saturday,October,1.0
858,Neptune,2,0,Luxury Buffet,1,0,0.0,2.0,0.0,377.0,Offline,0,0.0,115.0,2018.0,Sunday,October,0.0
859,Neptune,2,0,Luxury Buffet,0,0,0.0,2.0,0.0,39.0,Offline,0,0.0,101.5,2017.0,Monday,August,0.0
860,Jupiter,2,0,Buffet,0,0,1.0,4.0,0.0,40.0,Online,0,0.0,115.2,2018.0,Wednesday,September,0.0
861,Neptune,1,0,Buffet,0,0,0.0,0.0,0.0,42.0,Online,0,0.0,0.0,2018.0,Wednesday,November,1.0
862,Neptune,2,0,Buffet,0,0,2.0,5.0,0.0,158.0,Online,0,0.0,99.45,2018.0,Wednesday,August,1.0
863,Neptune,2,0,Luxury Buffet,0,0,1.0,1.0,0.0,301.0,Offline,0,0.0,109.0,2018.0,Monday,July,0.0
864,Neptune,2,0,Not Selected,0,0,1.0,1.0,0.0,1.0,Online,0,0.0,139.0,2018.0,Monday,August,0.0
865,Venus,2,0,Buffet,1,0,0.0,1.0,0.0,43.0,Online,0,0.0,109.49,2018.0,Monday,June,0.0
866,Neptune,2,1,Buffet,2,0,0.0,1.0,0.0,21.0,Online,0,0.0,107.42,2018.0,Thursday,August,0.0
867,Jupiter,3,0,Buffet,1,0,2.0,3.0,0.0,127.0,Online,0,0.0,146.92,2018.0,Tuesday,October,0.0
868,Neptune,2,0,Luxury Buffet,0,0,1.0,1.0,0.0,88.0,Offline,0,0.0,112.2,2017.0,Thursday,October,0.0
869,Neptune,2,1,Buffet,2,1,1.0,3.0,0.0,43.0,Online,0,0.0,121.0,2018.0,Wednesday,March,0.0
870,Neptune,1,0,Not Selected,0,0,0.0,1.0,0.0,2.0,Online,0,0.0,89.0,2018.0,Sunday,April,1.0
871,Neptune,1,0,Buffet,0,0,2.0,4.0,0.0,245.0,Offline,0,0.0,110.0,2018.0,Friday,July,0.0
872,Venus,2,0,Buffet,1,0,1.0,4.0,0.0,26.0,Online,0,0.0,106.93,2017.0,Thursday,October,1.0
873,Neptune,2,0,Not Selected,0,0,0.0,3.0,0.0,26.0,Online,0,0.0,67.87,2018.0,Saturday,March,0.0
874,Neptune,2,0,Not Selected,1,0,0.0,2.0,0.0,3.0,Online,0,0.0,104.0,2018.0,Sunday,April,1.0
875,Neptune,2,0,Buffet,0,0,2.0,1.0,0.0,56.0,Online,0,0.0,126.9,2018.0,Monday,May,1.0
876,Venus,2,0,Buffet,0,0,1.0,1.0,0.0,69.0,Online,0,0.0,140.4,2018.0,Monday,April,0.0
877,Neptune,2,0,Not Selected,0,0,0.0,3.0,0.0,65.0,Offline,0,0.0,72.25,2018.0,Saturday,June,0.0
878,Neptune,1,0,Luxury Buffet,0,0,1.0,1.0,0.0,88.0,Offline,0,0.0,90.6,2017.0,Thursday,October,0.0
879,Neptune,1,0,Buffet,1,0,0.0,1.0,0.0,7.0,Online,0,0.0,86.0,2018.0,Friday,March,0.0
880,Neptune,2,0,Buffet,1,0,0.0,4.0,0.0,72.0,Online,0,0.0,99.45,2018.0,Thursday,April,0.0
881,Neptune,1,0,Buffet,0,0,2.0,3.0,0.0,9.0,Offline,0,0.0,44.8,2018.0,Monday,January,1.0
882,Jupiter,2,2,Buffet,0,0,1.0,1.0,0.0,47.0,Online,0,0.0,207.9,2018.0,Wednesday,August,0.0
883,Neptune,2,0,Buffet,1,1,2.0,3.0,0.0,77.0,Online,0,0.0,123.45,2018.0,Monday,April,0.0
884,Neptune,2,0,Buffet,1,0,1.0,2.0,0.0,56.0,Online,0,0.0,126.9,2018.0,Wednesday,May,0.0
885,Neptune,2,0,Not Selected,0,0,1.0,0.0,0.0,1.0,Online,0,0.0,56.47,2018.0,Tuesday,May,1.0
886,Neptune,2,0,Buffet,0,0,0.0,1.0,0.0,180.0,Offline,0,0.0,70.0,2017.0,Monday,October,0.0
887,Neptune,2,0,Buffet,3,0,2.0,2.0,0.0,87.0,Online,0,0.0,91.0,2018.0,Tuesday,November,0.0
888,Venus,2,0,Buffet,2,0,2.0,1.0,0.0,48.0,Online,0,0.0,131.72,2018.0,Monday,November,0.0
889,Neptune,2,0,Buffet,1,0,0.0,1.0,0.0,18.0,Online,0,0.0,80.85,2018.0,Monday,November,1.0
890,Neptune,2,0,Buffet,0,0,0.0,2.0,0.0,211.0,Offline,0,0.0,100.0,2018.0,Sunday,May,1.0
891,Neptune,1,0,Buffet,0,0,0.0,3.0,0.0,37.0,Online,0,0.0,112.2,2018.0,Saturday,March,0.0
892,Neptune,3,0,Buffet,1,0,0.0,1.0,0.0,37.0,Offline,0,0.0,111.6,2018.0,Friday,June,0.0
893,Neptune,1,0,Buffet,0,0,0.0,1.0,0.0,55.0,Corporate,0,0.0,79.0,2018.0,Saturday,July,0.0
894,Neptune,1,0,Buffet,0,0,1.0,1.0,0.0,117.0,Offline,0,0.0,76.0,2018.0,Wednesday,February,1.0
895,Venus,2,0,Buffet,0,0,0.0,2.0,0.0,180.0,Online,0,0.0,105.3,2018.0,Sunday,July,0.0
896,Neptune,1,1,Not Selected,0,0,2.0,5.0,0.0,37.0,Online,0,0.0,87.78,2017.0,Tuesday,October,0.0
897,Neptune,1,0,Buffet,1,0,2.0,3.0,0.0,13.0,Online,0,0.0,87.78,2017.0,Wednesday,September,1.0
898,Neptune,2,1,Buffet,1,0,1.0,4.0,0.0,73.0,Online,0,0.0,135.0,2018.0,Friday,October,1.0
899,Neptune,2,0,Buffet,0,0,0.0,3.0,0.0,276.0,Offline,0,0.0,116.33,2018.0,Saturday,September,1.0
900,Neptune,2,0,Buffet,1,0,0.0,3.0,0.0,271.0,Online,0,0.0,101.33,2018.0,Friday,September,1.0
901,Venus,2,0,Buffet,0,0,0.0,4.0,0.0,47.0,Online,0,0.0,139.95,2018.0,Friday,September,0.0
902,Neptune,3,0,Buffet,1,0,1.0,2.0,0.0,126.0,Online,0,0.0,100.73,2018.0,Wednesday,July,0.0
903,Neptune,2,1,Buffet,1,0,0.0,2.0,0.0,59.0,Online,0,0.0,137.7,2018.0,Saturday,July,0.0
904,Neptune,1,0,Luxury Buffet,0,0,0.0,2.0,0.0,265.0,Offline,0,0.0,87.0,2018.0,Sunday,June,1.0
905,Neptune,2,0,Not Selected,0,0,0.0,4.0,0.0,184.0,Online,0,0.0,89.25,2018.0,Thursday,August,0.0
906,Neptune,2,0,Buffet,0,0,0.0,3.0,0.0,41.0,Offline,0,0.0,85.0,2018.0,Thursday,October,1.0
907,Neptune,2,0,Buffet,0,0,2.0,1.0,0.0,205.0,Offline,0,0.0,90.0,2018.0,Tuesday,May,1.0
908,Neptune,2,0,Buffet,1,1,2.0,2.0,0.0,193.0,Online,0,0.0,108.45,2018.0,Sunday,August,0.0
909,Neptune,2,0,Buffet,0,0,0.0,2.0,0.0,86.0,Corporate,0,0.0,100.0,2017.0,Saturday,September,0.0
910,Neptune,2,0,Buffet,0,0,1.0,3.0,0.0,210.0,Offline,0,0.0,72.75,2017.0,Sunday,October,0.0
911,Neptune,2,1,Buffet,2,1,2.0,0.0,0.0,131.0,Online,0,0.0,121.5,2018.0,Tuesday,July,0.0
912,Neptune,2,0,Buffet,2,0,1.0,4.0,0.0,143.0,Online,0,0.0,129.6,2018.0,Friday,September,0.0
913,Neptune,2,0,Buffet,0,0,0.0,1.0,0.0,56.0,Offline,0,0.0,120.0,2018.0,Friday,June,1.0
914,Venus,2,0,Buffet,0,0,2.0,5.0,0.0,48.0,Online,0,0.0,127.03,2018.0,Monday,August,0.0
915,Venus,2,0,Buffet,1,0,0.0,2.0,0.0,11.0,Online,0,0.0,121.0,2018.0,Saturday,November,0.0
916,Mercury,3,0,Buffet,4,0,0.0,1.0,32.0,71.0,Complementary,1,0.0,0.0,2018.0,Monday,October,1.0
917,Neptune,2,1,Buffet,0,0,1.0,2.0,0.0,81.0,Online,0,0.0,135.0,2018.0,Sunday,October,0.0
918,Neptune,2,0,Buffet,2,0,2.0,2.0,0.0,141.0,Online,0,0.0,133.65,2018.0,Tuesday,September,1.0
919,Neptune,2,0,Buffet,0,0,1.0,3.0,0.0,125.0,Online,0,0.0,103.05,2018.0,Wednesday,August,1.0
920,Neptune,2,0,Not Selected,0,0,2.0,2.0,0.0,27.0,Online,0,0.0,128.28,2018.0,Monday,September,0.0
921,Neptune,2,0,Buffet,1,0,2.0,0.0,0.0,28.0,Online,0,0.0,149.0,2018.0,Tuesday,September,0.0
922,Neptune,2,0,Not Selected,3,0,2.0,1.0,0.0,3.0,Online,0,0.0,152.0,2017.0,Tuesday,September,1.0
923,Neptune,2,0,Not Selected,0,0,0.0,2.0,0.0,17.0,Online,0,0.0,88.0,2018.0,Sunday,November,0.0
924,Neptune,2,0,Buffet,2,0,0.0,3.0,0.0,15.0,Online,0,0.0,106.33,2018.0,Thursday,November,0.0
925,Neptune,2,1,Buffet,1,0,0.0,1.0,0.0,111.0,Online,0,0.0,121.5,2018.0,Monday,July,0.0
926,Neptune,2,0,Buffet,1,0,2.0,5.0,0.0,181.0,Online,0,0.0,72.75,2018.0,Monday,August,0.0
927,Neptune,1,0,Buffet,0,0,0.0,3.0,0.0,0.0,Corporate,0,0.0,66.0,2018.0,Friday,February,1.0
928,Neptune,2,0,Buffet,0,0,1.0,2.0,0.0,168.0,Offline,0,0.0,85.0,2018.0,Sunday,April,1.0
929,Neptune,2,0,Buffet,0,0,0.0,1.0,0.0,162.0,Online,0,0.0,96.3,2018.0,Monday,August,1.0
930,Neptune,2,0,Buffet,0,0,1.0,3.0,0.0,250.0,Offline,0,0.0,95.0,2018.0,Wednesday,September,0.0
931,Saturn,2,0,Buffet,1,0,2.0,2.0,0.0,38.0,Online,0,0.0,77.86,2018.0,Sunday,December,0.0
932,Neptune,2,0,Buffet,1,0,2.0,3.0,0.0,62.0,Offline,0,0.0,76.0,2018.0,Tuesday,April,0.0
933,Neptune,2,0,Buffet,4,0,2.0,1.0,0.0,277.0,Online,0,0.0,60.29,2018.0,Tuesday,November,0.0
934,Neptune,2,0,Not Selected,1,0,1.0,5.0,0.0,82.0,Online,0,0.0,72.25,2018.0,Thursday,March,0.0
935,Venus,3,0,Buffet,1,0,2.0,5.0,0.0,88.0,Online,0,0.0,119.0,2018.0,Monday,December,0.0
936,Neptune,1,0,Buffet,0,0,0.0,2.0,0.0,192.0,Offline,0,0.0,95.0,2018.0,Sunday,June,1.0
937,Venus,2,0,Buffet,0,0,0.0,3.0,0.0,14.0,Online,0,0.0,126.0,2018.0,Saturday,April,0.0
938,Venus,2,0,Buffet,2,0,0.0,5.0,0.0,142.0,Online,0,0.0,119.0,2018.0,Thursday,July,0.0
939,Neptune,2,0,Buffet,2,0,0.0,3.0,0.0,7.0,Online,0,0.0,164.0,2017.0,Saturday,October,0.0
940,Neptune,2,0,Buffet,1,0,0.0,5.0,0.0,46.0,Offline,0,0.0,75.0,2018.0,Thursday,March,0.0
941,Neptune,1,0,Buffet,0,0,0.0,3.0,0.0,15.0,Offline,0,0.0,86.0,2018.0,Sunday,February,0.0
942,Neptune,1,0,Luxury Buffet,0,0,0.0,2.0,0.0,273.0,Offline,0,0.0,87.0,2017.0,Monday,July,0.0
943,Neptune,2,0,Buffet,0,0,2.0,4.0,0.0,93.0,Corporate,0,0.0,84.0,2018.0,Monday,July,1.0
944,Neptune,2,0,Buffet,2,0,0.0,3.0,0.0,287.0,Online,0,0.0,106.2,2018.0,Saturday,September,0.0
945,Neptune,2,1,Buffet,0,0,0.0,1.0,0.0,5.0,Online,0,0.0,119.0,2018.0,Thursday,March,0.0
946,Neptune,2,0,Buffet,2,0,2.0,2.0,0.0,26.0,Online,0,0.0,151.0,2018.0,Tuesday,August,0.0
947,Neptune,2,0,Buffet,2,0,1.0,1.0,0.0,51.0,Online,0,0.0,135.9,2018.0,Wednesday,September,0.0
948,Neptune,1,0,Buffet,0,0,0.0,2.0,0.0,298.0,Offline,0,0.0,76.0,2018.0,Thursday,May,0.0
949,Neptune,2,0,Buffet,0,0,0.0,3.0,0.0,37.0,Offline,0,0.0,105.0,2018.0,Saturday,October,0.0
950,Neptune,2,0,Buffet,0,0,2.0,2.0,0.0,87.0,Offline,0,0.0,80.75,2018.0,Monday,June,0.0
951,Neptune,2,0,Buffet,1,0,1.0,2.0,0.0,10.0,Online,0,0.0,92.0,2018.0,Monday,February,0.0
952,Neptune,2,0,Buffet,0,0,0.0,3.0,0.0,85.0,Offline,0,0.0,75.0,2018.0,Saturday,December,0.0
